IDCIDCATEGORIA,IDCIDSUBCATEGORIA,OPC,DESCRICAO,RESTRICAO
Y21,Y210,,Y21.0 Residencia,5
Y21,Y211,,Y21.1 Habitacao coletiva,5
Y21,Y212,,Y21.2 Escolas outr instit areas admin publica,5
Y21,Y213,,Y21.3 Area p/a pratica de esportes e atletismo,5
Y21,Y214,,Y21.4 Rua e estrada,5
Y21,Y215,,Y21.5 Areas de comercio e de servicos,5
Y21,Y216,,Y21.6 Areas industriais e em construcao,5
Y21,Y217,,Y21.7 Fazenda,5
Y21,Y218,,Y21.8 Outr locais espec,5
Y21,Y219,,Y21.9 Local NE,5
Y22,Y220,,Y22.0 Residencia,5
Y22,Y221,,Y22.1 Habitacao coletiva,5
Y22,Y222,,Y22.2 Escolas outr instit areas admin publica,5
Y22,Y223,,Y22.3 Area p/a pratica de esportes e atletismo,5
Y22,Y224,,Y22.4 Rua e estrada,5
Y22,Y225,,Y22.5 Areas de comercio e de servicos,5
Y22,Y226,,Y22.6 Areas industriais e em construcao,5
Y22,Y227,,Y22.7 Fazenda,5
Y22,Y228,,Y22.8 Outr locais espec,5
Y22,Y229,,Y22.9 Local NE,5
Y23,Y230,,Y23.0 Residencia,5
Y23,Y231,,Y23.1 Habitacao coletiva,5
Y23,Y232,,Y23.2 Escolas outr instit areas admin publica,5
Y23,Y233,,Y23.3 Area p/a pratica de esportes e atletismo,5
Y23,Y234,,Y23.4 Rua e estrada,5
Y23,Y235,,Y23.5 Areas de comercio e de servicos,5
Y23,Y236,,Y23.6 Areas industriais e em construcao,5
Y23,Y237,,Y23.7 Fazenda,5
Y23,Y238,,Y23.8 Outr locais espec,5
Y23,Y239,,Y23.9 Local NE,5
Y24,Y240,,Y24.0 Residencia,5
Y24,Y241,,Y24.1 Habitacao coletiva,5
Y24,Y242,,Y24.2 Escolas outr instit areas admin publica,5
Y24,Y243,,Y24.3 Area p/a pratica de esportes e atletismo,5
Y24,Y244,,Y24.4 Rua e estrada,5
Y24,Y245,,Y24.5 Areas de comercio e de servicos,5
Y24,Y246,,Y24.6 Areas industriais e em construcao,5
Y24,Y247,,Y24.7 Fazenda,5
Y24,Y248,,Y24.8 Outr locais espec,5
Y24,Y249,,Y24.9 Local NE,5
Y25,Y250,,Y25.0 Residencia,5
Y25,Y251,,Y25.1 Habitacao coletiva,5
Y25,Y252,,Y25.2 Escolas outr instit areas admin publica,5
Y25,Y253,,Y25.3 Area p/a pratica de esportes e atletismo,5
Y25,Y254,,Y25.4 Rua e estrada,5
Y25,Y255,,Y25.5 Areas de comercio e de servicos,5
Y25,Y256,,Y25.6 Areas industriais e em construcao,5
Y25,Y257,,Y25.7 Fazenda,5
Y25,Y258,,Y25.8 Outr locais espec,5
Y25,Y259,,Y25.9 Local NE,5
Y26,Y260,,Y26.0 Residencia,5
Y26,Y261,,Y26.1 Habitacao coletiva,5
Y26,Y262,,Y26.2 Escolas outr instit areas admin publica,5
Y26,Y263,,Y26.3 Area p/a pratica de esportes e atletismo,5
Y26,Y264,,Y26.4 Rua e estrada,5
Y26,Y265,,Y26.5 Areas de comercio e de servicos,5
Y26,Y266,,Y26.6 Areas industriais e em construcao,5
Y26,Y267,,Y26.7 Fazenda,5
Y26,Y268,,Y26.8 Outr locais espec,5
Y26,Y269,,Y26.9 Local NE,5
Y27,Y270,,Y27.0 Residencia,5
Y27,Y271,,Y27.1 Habitacao coletiva,5
Y27,Y272,,Y27.2 Escolas outr instit areas admin publica,5
Y27,Y273,,Y27.3 Area p/a pratica de esportes e atletismo,5
Y27,Y274,,Y27.4 Rua e estrada,5
Y27,Y275,,Y27.5 Areas de comercio e de servicos,5
Y27,Y276,,Y27.6 Areas industriais e em construcao,5
Y27,Y277,,Y27.7 Fazenda,5
Y27,Y278,,Y27.8 Outr locais espec,5
Y27,Y279,,Y27.9 Local NE,5
Y28,Y280,,Y28.0 Residencia,5
Y28,Y281,,Y28.1 Habitacao coletiva,5
Y28,Y282,,Y28.2 Escolas outr instit areas admin publica,5
Y28,Y283,,Y28.3 Area p/a pratica de esportes e atletismo,5
Y28,Y284,,Y28.4 Rua e estrada,5
Y28,Y285,,Y28.5 Areas de comercio e de servicos,5
Y28,Y286,,Y28.6 Areas industriais e em construcao,5
Y28,Y287,,Y28.7 Fazenda,5
Y28,Y288,,Y28.8 Outr locais espec,5
Y28,Y289,,Y28.9 Local NE,5
Y29,Y290,,Y29.0 Residencia,5
Y29,Y291,,Y29.1 Habitacao coletiva,5
Y29,Y292,,Y29.2 Escolas outr instit areas admin publica,5
Y29,Y293,,Y29.3 Area p/a pratica de esportes e atletismo,5
Y29,Y294,,Y29.4 Rua e estrada,5
Y29,Y295,,Y29.5 Areas de comercio e de servicos,5
Y29,Y296,,Y29.6 Areas industriais e em construcao,5
Y29,Y297,,Y29.7 Fazenda,5
Y29,Y298,,Y29.8 Outr locais espec,5
Y29,Y299,,Y29.9 Local NE,5
Y30,Y300,,Y30.0 Residencia,5
Y30,Y301,,Y30.1 Habitacao coletiva,5
Y30,Y302,,Y30.2 Escolas outr instit areas admin publica,5
Y30,Y303,,Y30.3 Area p/a pratica de esportes e atletismo,5
Y30,Y304,,Y30.4 Rua e estrada,5
Y30,Y305,,Y30.5 Areas de comercio e de servicos,5
Y30,Y306,,Y30.6 Areas industriais e em construcao,5
Y30,Y307,,Y30.7 Fazenda,5
Y30,Y308,,Y30.8 Outr locais espec,5
Y30,Y309,,Y30.9 Local NE,5
Y31,Y310,,Y31.0 Residencia,5
Y31,Y311,,Y31.1 Habitacao coletiva,5
Y31,Y312,,Y31.2 Escolas outr instit areas admin publica,5
Y31,Y313,,Y31.3 Area p/a pratica de esportes e atletismo,5
Y31,Y314,,Y31.4 Rua e estrada,5
Y31,Y315,,Y31.5 Areas de comercio e de servicos,5
Y31,Y316,,Y31.6 Areas industriais e em construcao,5
Y31,Y317,,Y31.7 Fazenda,5
Y31,Y318,,Y31.8 Outr locais espec,5
Y31,Y319,,Y31.9 Local NE,5
Y32,Y320,,Y32.0 Residencia,5
Y32,Y321,,Y32.1 Habitacao coletiva,5
Y32,Y322,,Y32.2 Escolas outr instit areas admin publica,5
Y32,Y323,,Y32.3 Area p/a pratica de esportes e atletismo,5
Y32,Y324,,Y32.4 Rua e estrada,5
Y32,Y325,,Y32.5 Areas de comercio e de servicos,5
Y32,Y326,,Y32.6 Areas industriais e em construcao,5
Y32,Y327,,Y32.7 Fazenda,5
Y32,Y328,,Y32.8 Outr locais espec,5
Y32,Y329,,Y32.9 Local NE,5
Y33,Y330,,Y33.0 Residencia,5
Y33,Y331,,Y33.1 Habitacao coletiva,5
Y33,Y332,,Y33.2 Escolas outr instit areas admin publica,5
Y33,Y333,,Y33.3 Area p/a pratica de esportes e atletismo,5
Y33,Y334,,Y33.4 Rua e estrada,5
Y33,Y335,,Y33.5 Areas de comercio e de servicos,5
Y33,Y336,,Y33.6 Areas industriais e em construcao,5
Y33,Y337,,Y33.7 Fazenda,5
Y33,Y338,,Y33.8 Outr locais espec,5
Y33,Y339,,Y33.9 Local NE,5
Y34,Y340,,Y34.0 Residencia,5
Y34,Y341,,Y34.1 Habitacao coletiva,5
Y34,Y342,,Y34.2 Escolas outr instit areas admin publica,5
Y34,Y343,,Y34.3 Area p/a pratica de esportes e atletismo,5
Y34,Y344,,Y34.4 Rua e estrada,5
Y34,Y345,,Y34.5 Areas de comercio e de servicos,5
Y34,Y346,,Y34.6 Areas industriais e em construcao,5
Y34,Y347,,Y34.7 Fazenda,5
Y34,Y348,,Y34.8 Outr locais espec,5
Y34,Y349,,Y34.9 Local NE,5
Y35,Y350,,Y35.0 Intervencao legal envolv uso armas de fogo,5
Y35,Y351,,Y35.1 Intervencao legal envolv o uso de explosivos,5
Y35,Y352,,Y35.2 Intervencao legal envolv o uso de gas,5
Y35,Y353,,Y35.3 Intervencao legal envolv uso obj contund,5
Y35,Y354,,Y35.4 Intervencao legal envolv uso obj cort penetr,5
Y35,Y355,,Y35.5 Execucao legal,5
Y35,Y356,,Y35.6 Intervencao legal envolv uso outr meio espec,5
Y35,Y357,,Y35.7 Intervencao legal meio NE,5
Y36,Y360,,Y36.0 Oper guerra envolv explosao armamento naval,5
Y36,Y361,,Y36.1 Oper guerra envolv destruicao de aeronave,5
Y36,Y362,,Y36.2 Oper guerra envolv outr explosoes fragmentos,5
Y36,Y363,,Y36.3 Oper guerra envolv incend fogo subst quentes,5
Y36,Y364,,Y36.4 Oper guer env disp arm fog out for conv comb,5
Y36,Y365,,Y36.5 Oper guerra envolv armamento nuclear,5
Y36,Y366,,Y36.6 Oper guerra envolv armas biologicas,5
Y36,Y367,,Y36.7 Oper guer env arm quim out meios comb n-conv,5
Y36,Y368,,Y36.8 Oper guerra ocorr apos cessacao hostilidades,5
Y36,Y369,,Y36.9 Operacoes de guerra NE,5
Y40,Y400,,Y40.0 Penicilinas,5
Y40,Y401,,Y40.1 Cefalosporinas e outr betalactaminas,5
Y40,Y402,,Y40.2 Grupo do cloranfenicol,5
Y40,Y403,,Y40.3 Macrolideos,5
Y40,Y404,,Y40.4 Tetraciclinas,5
Y40,Y405,,Y40.5 Aminoglicosideos,5
Y40,Y406,,Y40.6 Rifamicinas,5
Y40,Y407,,Y40.7 Antibioticos antifungicos admin p/via sistem,5
Y40,Y408,,Y40.8 Outr antibioticos admin p/via sistemica,5
Y40,Y409,,Y40.9 Antibiotico sistemico NE,5
Y41,Y410,,Y41.0 Sulfonamidas,5
Y41,Y411,,Y41.1 Drogas antimicobacterianas,5
Y41,Y412,,Y41.2 Antimalar drog atuam out protoz parasit sang,5
Y41,Y413,,Y41.3 Outr drogas antiprotozoarios,5
Y41,Y414,,Y41.4 Anti-helminticos,5
Y41,Y415,,Y41.5 Drogas antivirais,5
Y41,Y418,,Y41.8 Outr antiinfecc e antiparasitarios espec,5
Y41,Y419,,Y41.9 Antiinfecc e antiparasitarios sistemicos NE,5
Y42,Y420,,Y42.0 Glicocorticoides e analogos sinteticos,5
Y42,Y421,,Y42.1 Hormonios e substitutos da tireoide,5
Y42,Y422,,Y42.2 Drogas antitireoidianas,5
Y42,Y423,,Y42.3 Insulina e hipoglicemicos orais,5
Y42,Y424,,Y42.4 Anticoncepcionais orais,5
Y42,Y425,,Y42.5 Outr estrogenos e progestagenos,5
Y42,Y426,,Y42.6 Antigonadotrof antiestrog antiandrog NCOP,5
Y42,Y427,,Y42.7 Androgenos e anabolizantes congeneres,5
Y42,Y428,,Y42.8 Outr hormonios e NE e seus subst sinteticos,5
Y42,Y429,,Y42.9 Outr antogonistas hormonais e os NE,5
Y43,Y430,,Y43.0 Drogas antialergicas e antiemeticas,5
Y43,Y431,,Y43.1 Antimetabolicos antineoplasicos,5
Y43,Y432,,Y43.2 Produtos naturais antineoplasicos,5
Y43,Y433,,Y43.3 Outr drogas antineoplasicas,5
Y43,Y434,,Y43.4 Agentes imunossupressores,5
Y43,Y435,,Y43.5 Acidificantes e alcalinizantes,5
Y43,Y436,,Y43.6 Enzimas NCOP,5
Y43,Y438,,Y43.8 Outr subst farmac de acao prim sistem NCOP,5
Y43,Y439,,Y43.9 Subst farmacologica de acao sistemica NE,5
Y44,Y440,,Y44.0 Prep base ferro outr prep prescr anem hipocr,5
Y44,Y441,,Y44.1 Vit B12 acid folic out prep presc anem megal,5
Y44,Y442,,Y44.2 Anticoagulantes,5
Y44,Y443,,Y44.3 Antagonist anticoag vitam K outr coagulantes,5
Y44,Y444,,Y44.4 Drogas antitromboticas,5
Y44,Y445,,Y44.5 Tromboliticos,5
Y44,Y446,,Y44.6 Sangue natural e produtos do sangue,5
Y44,Y448,,Y44.8 Substitutos do plasma,5
Y44,Y449,,Y44.9 Outr subst farm atuam s/const sangue e as NE,5
Y45,Y450,,Y45.0 Opiaceos e analgesicos correlatos,5
Y45,Y451,,Y45.1 Salicilatos,5
Y45,Y452,,Y45.2 Derivados do acido propionico,5
Y45,Y453,,Y45.3 Outr drogas antiinflamatorias nao-esteroides,5
Y45,Y454,,Y45.4 Anti-reumaticos,5
Y45,Y455,,Y45.5 Derivados do 4-aminofenol,5
Y45,Y458,,Y45.8 Outr analgesicos e antipireticos,5
Y45,Y459,,Y45.9 Subst analgesicas e antipireticas NE,5
Y46,Y460,,Y46.0 Succimidas,5
Y46,Y461,,Y46.1 Oxazolidinas,5
Y46,Y462,,Y46.2 Derivados da hidantoina,5
Y46,Y463,,Y46.3 Desoxibarbituricos,5
Y46,Y464,,Y46.4 Iminostilbenos,5
Y46,Y465,,Y46.5 Acido valproico,5
Y46,Y466,,Y46.6 Outr anticonvulsivantes e os NE,5
Y46,Y467,,Y46.7 Drogas antiparkinsonianas,5
Y46,Y468,,Y46.8 Subst miorrelaxantes,5
Y47,Y470,,Y47.0 Barbituricos NCOP,5
Y47,Y471,,Y47.1 Benzodiazepinicos,5
Y47,Y472,,Y47.2 Derivados do cloral,5
Y47,Y473,,Y47.3 Paraldeido,5
Y47,Y474,,Y47.4 Compostos de bromo,5
Y47,Y475,,Y47.5 Sedativos e hipnoticos em associacoes NCOP,5
Y47,Y478,,Y47.8 Outr sedativos hipnoticos e tranquilizantes,5
Y47,Y479,,Y47.9 Sedativos hipnoticos e tranquilizantes NE,5
Y48,Y480,,Y48.0 Anestesicos p/inalacao,5
Y48,Y481,,Y48.1 Anestesicos p/via parenteral,5
Y48,Y482,,Y48.2 Outr anestesicos gerais e os NE,5
Y48,Y483,,Y48.3 Anestesicos locais,5
Y48,Y484,,Y48.4 Anestesico NE,5
Y48,Y485,,Y48.5 Gases terapeuticos,5
Y49,Y490,,Y49.0 Antidepressivos triciclos e tetraciclicos,5
Y49,Y491,,Y49.1 Antidepress inibidores da mono-amino-oxidase,5
Y49,Y492,,Y49.2 Outr antidepressivos e os NE,5
Y49,Y493,,Y49.3 Antipsicoticos neurolepticos fenotiazinicos,5
Y49,Y494,,Y49.4 Neurolepticos base butirofenona tioxanteno,5
Y49,Y495,,Y49.5 Outr antipsicoticos e neurolepticos,5
Y49,Y496,,Y49.6 Psicodislepticos,5
Y49,Y497,,Y49.7 Psicoestimul que podem provocar dependencia,5
Y49,Y498,,Y49.8 Outr subst psicotropicas NCOP,5
Y49,Y499,,Y49.9 Subst psicotropica NE,5
Y50,Y500,,Y50.0 Analepticos,5
Y50,Y501,,Y50.1 Antagonistas de receptores dos opiaceos,5
Y50,Y502,,Y50.2 Metilxantinas NCOP,5
Y50,Y508,,Y50.8 Outr estimulantes do sist nervoso central,5
Y50,Y509,,Y50.9 Estimulante do sist nervoso central NE,5
Y51,Y510,,Y51.0 Agentes anticolinesterasicos,5
Y51,Y511,,Y51.1 Outr parasimpaticomimeticos,5
Y51,Y512,,Y51.2 Ganglioplegicos NCOP,5
Y51,Y513,,Y51.3 Outr parassimpaticolit e espasmoliticos NCOP,5
Y51,Y514,,Y51.4 Agonistas predom alfa-adrenorreceptores NCOP,5
Y51,Y515,,Y51.5 Agonistas predom beta-adrenorreceptores NCOP,5
Y51,Y516,,Y51.6 Antagonistas alfa-adrenorreceptores NCOP,5
Y51,Y517,,Y51.7 Antagonistas beta-adrenorreceptores NCOP,5
Y51,Y518,,Y51.8 Bloqueadores nerv acao centr adrenerg NCOP,5
Y51,Y519,,Y51.9 Outr drog atuam prim s/sist nerv auton e NE,5
Y52,Y520,,Y52.0 Glicosideos estim coracao subst acao semelh,5
Y52,Y521,,Y52.1 Antagonistas do calcio,5
Y52,Y522,,Y52.2 Outr drogas antidisrritmicas NCOP,5
Y52,Y523,,Y52.3 Vasodilatadores coronarianos NCOP,5
Y52,Y524,,Y52.4 Inibidores enzima de conversao angiotensina,5
Y52,Y525,,Y52.5 Outr drogas anti-hipertensivas NCOP,5
Y52,Y526,,Y52.6 Drogas anti-hiperlipidem antiarteriosclerot,5
Y52,Y527,,Y52.7 Vasodilatadores perifericos,5
Y52,Y528,,Y52.8 Drogas antivaricosas incl agent esclerosant,5
Y52,Y529,,Y52.9 Outr drog atuam prim ap cardiovasc e as NE,5
Y53,Y530,,Y53.0 Antagonistas dos receptores H2 da histamina,5
Y53,Y531,,Y53.1 Outr medic antiacidos anti-secrecao gastrica,5
Y53,Y532,,Y53.2 Laxativos estimulantes,5
Y53,Y533,,Y53.3 Laxativos salinos e osmoticos,5
Y53,Y534,,Y53.4 Outr laxativos,5
Y53,Y535,,Y53.5 Medicamentos que facilitam a digestao,5
Y53,Y536,,Y53.6 Antidiarreicos,5
Y53,Y537,,Y53.7 Emeticos,5
Y53,Y538,,Y53.8 Outr subst que atuam prim ap gastrointest,5
Y53,Y539,,Y53.9 Subst atuam prim aparelho gastrointest NE,5
Y54,Y540,,Y54.0 Mineralocorticoides,5
Y54,Y541,,Y54.1 Antagonistas dos mineralocorticoides,5
Y54,Y542,,Y54.2 Inibidores da anidrase carbonica,5
Y54,Y543,,Y54.3 Derivados da benzotiadiazina,5
Y54,Y544,,Y54.4 Diureticos de alca,5
Y54,Y545,,Y54.5 Outr diureticos,5
Y54,Y546,,Y54.6 Ag atuam equilibr eletrolit calorico hidrico,5
Y54,Y547,,Y54.7 Medic atuam sobre o metabolismo de calcio,5
Y54,Y548,,Y54.8 Drogas atuam sobre metabolismo acido urico,5
Y54,Y549,,Y54.9 Sais minerais NCOP,5
Y55,Y550,,Y55.0 Ocitocicos,5
Y55,Y551,,Y55.1 Relaxantes da musculatura esqueletica,5
Y55,Y552,,Y55.2 Outr subst que atuam prim musculos e as NE,5
Y55,Y553,,Y55.3 Antitussicos,5
Y55,Y554,,Y55.4 Expectorantes,5
Y55,Y555,,Y55.5 Drogas anti-resfriado comum,5
Y55,Y556,,Y55.6 Antiasmaticos NCOP,5
Y55,Y559,,Y55.9 Outr drogas que atuam aparelho respirat e NE,5
Y56,Y560,,Y56.0 Drog antifung antiinf antiinfl uso loc NCOP,5
Y56,Y561,,Y56.1 Antipruriginosos,5
Y56,Y562,,Y56.2 Adstringentes e detergentes locais,5
Y56,Y563,,Y56.3 Emolientes suavizantes e protetores da pele,5
Y56,Y564,,Y56.4 Ceratol ceratopl outr med prep capilares,5
Y56,Y565,,Y56.5 Medic e preparacoes de uso oftalmologico,5
Y56,Y566,,Y56.6 Medic prep usados em otorrinolaringologia,5
Y56,Y567,,Y56.7 Drogas de uso dentario aplicadas topicamente,5
Y56,Y568,,Y56.8 Outr subst de uso topico,5
Y56,Y569,,Y56.9 Subst NE de uso topico,5
Y57,Y570,,Y57.0 Depressores do apetite,5
Y57,Y571,,Y57.1 Lipotropicos,5
Y57,Y572,,Y57.2 Antidotos e agentes quelantes NCOP,5
Y57,Y573,,Y57.3 Subst p/restringir a ingestao de alcool,5
Y57,Y574,,Y57.4 Excepientes farmaceuticos,5
Y57,Y575,,Y57.5 Subst utilizadas como contraste radiologia,5
Y57,Y576,,Y57.6 Outr subst p/fins diagn,5
Y57,Y577,,Y57.7 Vitaminas NCOP,5
Y57,Y578,,Y57.8 Outr drogas e medicamentos,5
Y57,Y579,,Y57.9 Droga e medicamento NE,5
Y58,Y580,,Y58.0 Vacina BCG,5
Y58,Y581,,Y58.1 Vacinas antitifoidica e antiparafoidica,5
Y58,Y582,,Y58.2 Vacina anticolerica,5
Y58,Y583,,Y58.3 Vacina antipeste,5
Y58,Y584,,Y58.4 Vacina antitetanica,5
Y58,Y585,,Y58.5 Vacina antidifterica,5
Y58,Y586,,Y58.6 Vacina antipertussis incl combinacoes,5
Y58,Y588,,Y58.8 Vacinas bacter mistas exc incl antipertussis,5
Y58,Y589,,Y58.9 Outr vacinas bacter e as NE,5
Y59,Y590,,Y59.0 Vacinas antivirais,5
Y59,Y591,,Y59.1 Vacinas anti-rickettsias,5
Y59,Y592,,Y59.2 Vacinas antiprotozoarios,5
Y59,Y593,,Y59.3 Imunoglobulina,5
Y59,Y598,,Y59.8 Outr vacinas e subst biologicas espec,5
Y59,Y599,,Y59.9 Vacina ou subst biologica NE,5
Y60,Y600,,Y60.0 Durante intervencao cirurgica,5
Y60,Y601,,Y60.1 Durante infusao ou transfusao,5
Y60,Y602,,Y60.2 Durante hemodialise ou outr perfusoes,5
Y60,Y603,,Y60.3 Durante injecao ou vacinacao,5
Y60,Y604,,Y60.4 Durante exame endoscopico,5
Y60,Y605,,Y60.5 Durante cateterismo cardiaco,5
Y60,Y606,,Y60.6 Durante aspiracao puncao outr tipo cateter,5
Y60,Y607,,Y60.7 Durante a admin de enema,5
Y60,Y608,,Y60.8 Durante prest outr cuidados cirurg e medic,5
Y60,Y609,,Y60.9 Durante prest cuidado cirurgico e medico NE,5
Y61,Y610,,Y61.0 Durante intervencao cirurgica,5
Y61,Y611,,Y61.1 Durante infusao ou transfusao,5
Y61,Y612,,Y61.2 Durante hemodialise ou outr perfusoes,5
Y61,Y613,,Y61.3 Durante injecao ou vacinacao,5
Y61,Y614,,Y61.4 Durante exame endoscopico,5
Y61,Y615,,Y61.5 Durante cateterismo cardiaco,5
Y61,Y616,,Y61.6 Durante aspiracao puncao outr tipo cateter,5
Y61,Y617,,Y61.7 Durante extracao cateter ou compressas,5
Y61,Y618,,Y61.8 Durante prest outr cuidado cirurg e medico,5
Y61,Y619,,Y61.9 Durante prest cuidado cirurgico e medico NE,5
Y62,Y620,,Y62.0 Durante intervencao cirurgica,5
Y62,Y621,,Y62.1 Durante infusao ou transfusao,5
Y62,Y622,,Y62.2 Durante hemodialise ou outr perfusoes,5
Y62,Y623,,Y62.3 Durante injecao ou vacinacao,5
Y62,Y624,,Y62.4 Durante exame endoscopico,5
Y62,Y625,,Y62.5 Durante cateterismo cardiaco,5
Y62,Y626,,Y62.6 Durante aspiracao puncao outr tipo cateter,5
Y62,Y628,,Y62.8 Durante prest outr cuidado cirurg e medico,5
Y62,Y629,,Y62.9 Durante prest cuidado cirurgico e medico NE,5
Y63,Y630,,Y63.0 Admin quant excess sang outr liq transf inf,5
Y63,Y631,,Y63.1 Diluicao incorr liquido usado durante inf,5
Y63,Y632,,Y63.2 Superdosagem radiacao admin durante terapia,5
Y63,Y633,,Y63.3 Exposicao inadv rad durante prest cuid medic,5
Y63,Y634,,Y63.4 Erro dosagem eletrochoque choque insulinico,5
Y63,Y635,,Y63.5 Temperat inadeq durante aplic local curativo,5
Y63,Y636,,Y63.6 Nao admin droga medic subst biolog necess,5
Y63,Y638,,Y63.8 Erros dosagem prest outr cuidado med cirurg,5
Y63,Y639,,Y63.9 Erros dosagem prest cuid medico cirurgico NE,5
Y64,Y640,,Y64.0 Transf infusao medic subst biolog contamin,5
Y64,Y641,,Y64.1 Injecao vacinac medic subst biolog contamin,5
Y64,Y648,,Y64.8 Admin outr meios medic subst biolog contamin,5
Y64,Y649,,Y64.9 Medic subst biolog comtam admin p/meios NE,5
Y65,Y650,,Y65.0 Uso de sangue incompativel em transfusao,5
Y65,Y651,,Y65.1 Uso de liquido errado em infusao,5
Y65,Y652,,Y65.2 Falha sutura ligadura durante interv cirurg,5
Y65,Y653,,Y65.3 Canula endotraq mal posic proced anestesico,5
Y65,Y654,,Y65.4 Falha introd remocao outr canulas instrum,5
Y65,Y655,,Y65.5 Realizacao de uma operacao inapropriada,5
Y65,Y658,,Y65.8 Outr acid espec prest cuidado medic cirurg,5
Y70,Y700,,Y70.0 Disp p/fins diagn ou de monitorizacao,5
Y70,Y701,,Y70.1 Disp p/fins terap aparelhagem reabilitacao,5
Y70,Y702,,Y70.2 Proteses outr impl incl materiais acessorios,5
Y70,Y703,,Y70.3 Instrumentos materiais aparelhos cirurgicos,5
Y70,Y708,,Y70.8 Disp diversos incl combinacoes NCOP,5
Y71,Y710,,Y71.0 Disp p/fins diagn ou de monitorizacao,5
Y71,Y711,,Y71.1 Disp p/fins terap aparelhagem reabilitacao,5
Y71,Y712,,Y71.2 Proteses outr impl incl materiais acessorios,5
Y71,Y713,,Y71.3 Instrumentos materiais aparelhos cirurgicos,5
Y71,Y718,,Y71.8 Disp diversos incl combinacoes NCOP,5
Y72,Y720,,Y72.0 Disp p/fins diagn ou de monitorizacao,5
Y72,Y721,,Y72.1 Disp p/fins terap aparelhagem reabilitacao,5
Y72,Y722,,Y72.2 Proteses outr impl incl materiais acessorios,5
Y72,Y723,,Y72.3 Instrumentos materiais aparelhos cirurgicos,5
Y72,Y728,,Y72.8 Disp diversos incl combinacoes NCOP,5
Y73,Y730,,Y73.0 Disp p/fins diagn ou de monitorizacao,5
Y73,Y731,,Y73.1 Disp p/fins terap aparelhagem reabilitacao,5
Y73,Y732,,Y73.2 Proteses outr impl incl materiais acessorios,5
Y73,Y733,,Y73.3 Instrumentos materiais aparelhos cirurgicos,5
Y73,Y738,,Y73.8 Disp diversos incl combinacoes NCOP,5
Y74,Y740,,Y74.0 Disp p/fins diagn ou de monitorizacao,5
Y74,Y741,,Y74.1 Disp p/fins terap aparelhagem reabilitacao,5
Y74,Y742,,Y74.2 Proteses outr impl incl materiais acessorios,5
Y74,Y743,,Y74.3 Instrumentos materiais aparelhos cirurgicos,5
Y74,Y748,,Y74.8 Disp diversos incl combinacoes NCOP,5
Y75,Y750,,Y75.0 Disp p/fins diagn ou de monitorizacao,5
Y75,Y751,,Y75.1 Disp p/fins terap aparelhagem reabilitacao,5
Y75,Y752,,Y75.2 Proteses outr impl incl materiais acessorios,5
Y75,Y753,,Y75.3 Instrumentos materiais aparelhos cirurgicos,5
Y75,Y758,,Y75.8 Disp diversos incl combinacoes NCOP,5
Y76,Y760,,Y76.0 Disp p/fins diagn ou de monitorizacao,3
Y76,Y761,,Y76.1 Disp p/fins terap aparelhagem reabilitacao,3
Y76,Y762,,Y76.2 Proteses outr impl incl materiais acessorios,3
Y76,Y763,,Y76.3 Instrumentos materiais aparelhos cirurgicos,3
Y76,Y768,,Y76.8 Disp diversos incl combinacoes NCOP,3
Y77,Y770,,Y77.0 Disp p/fins diagn ou de monitorizacao,5
Y77,Y771,,Y77.1 Disp p/fins terap aparelhagem reabilitacao,5
Y77,Y772,,Y77.2 Proteses outr impl incl materiais acessorios,5
Y77,Y773,,Y77.3 Instrumentos materiais aparelhos cirurgicos,5
Y77,Y778,,Y77.8 Disp diversos incl combinacoes NCOP,5
Y78,Y780,,Y78.0 Disp p/fins diagn ou de monitorizacao,5
Y78,Y781,,Y78.1 Disp p/fins terap aparelhagem reabilitacao,5
Y78,Y782,,Y78.2 Proteses outr impl incl materiais acessorios,5
Y78,Y783,,Y78.3 Instrumentos materiais aparelhos cirurgicos,5
Y78,Y788,,Y78.8 Disp diversos incl combinacoes NCOP,5
Y79,Y790,,Y79.0 Disp p/fins diagn ou de monitorizacao,5
Y79,Y791,,Y79.1 Disp p/fins terap aparelhagem reabilitacao,5
Y79,Y792,,Y79.2 Proteses outr impl incl materiais acessorios,5
Y79,Y793,,Y79.3 Instrumentos materiais aparelhos cirurgicos,5
Y79,Y798,,Y79.8 Disp diversos incl combinacoes NCOP,5
Y80,Y800,,Y80.0 Disp p/fins diagn ou de monitorizacao,5
Y80,Y801,,Y80.1 Disp p/fins terap aparelhagem reabilitacao,5
Y80,Y802,,Y80.2 Proteses outr impl incl materiais acessorios,5
Y80,Y803,,Y80.3 Instrumentos materiais aparelhos cirurgicos,5
Y80,Y808,,Y80.8 Disp diversos incl combinacoes NCOP,5
Y81,Y810,,Y81.0 Disp p/fins diagn ou de monitorizacao,5
Y81,Y811,,Y81.1 Disp p/fins terap aparelhagem reabilitacao,5
Y81,Y812,,Y81.2 Proteses outr impl incl materiais acessorios,5
Y81,Y813,,Y81.3 Instrumentos materiais aparelhos cirurgicos,5
Y81,Y818,,Y81.8 Disp diversos incl combinacoes NCOP,5
Y82,Y820,,Y82.0 Disp p/fins diagn ou de monitorizacao,5
